demo_id,domain,status,mode,returncode,seconds,code_sha256,stdout_path,stderr_path,stdout_sha256,stderr_sha256,notes
56,controllers,PASS,run,0,22.940495,833acd006473c7d3b15edab630458e0d6098299041ac0850bf0dd2e8805e90a6,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/controllers__demo-56-deterministic-operator-calculus-vs-fd.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/controllers__demo-56-deterministic-operator-calculus-vs-fd.err.txt,0fce83ce7d5d27f4c3fba1fc2a0972e50983caa0df386100403bf35b1e1ae9bc,f5e77d1c0760411daab72a905be3a6857e6de36e2c294f89baae057b14b68404,
58,general_relativity,PASS,run,0,0.848995,4a573b4927fb8682d04293870edd17e90aa84c972f12da542e448a4eebc9b7be,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/general_relativity__demo-58-emergent-weak-field-gr.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/general_relativity__demo-58-emergent-weak-field-gr.err.txt,746cb1669ebb67dae762a8a80fd40aa4eb16a8946a971cd5b176aa26bb42df72,f88b058fa935fe5c42dfe6b7c419ef5aff0af563f54f74a6a449e918601de914,
59,controllers,PASS,run,0,0.867295,e2c60511de1f189674d6de23fa3a2e49fe5515c9a6b14738e715d1adf3cf1b1f,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/controllers__demo-59-electromagnetism.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/controllers__demo-59-electromagnetism.err.txt,bd9a7dd0f03d34e8374891cb9c3135ae312a901936f18a568c82981147fe22fc,d08bda10cb25f4a936eeab5960d1419880898b4d7558a46719818b03c013a318,
60,quantum,PASS,run,0,0.255217,fba4ac6667a7e649d774e3aee773be53362fd17c92af83a116c2122536b660f2,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/quantum__demo-60-quantum-master-flagship.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/quantum__demo-60-quantum-master-flagship.err.txt,200c3982c9026e63c44387ed4c70ca386b55df7641c2a1c0d7126e936dee9da5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
63,general_relativity,PASS,run,0,0.133358,ac29eabd147832e91543a2f1b2975d222ea526e2536e9c34a63e3fb193b4c37d,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/general_relativity__demo-63-gravitational-wave-inspiral-phasing.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/general_relativity__demo-63-gravitational-wave-inspiral-phasing.err.txt,f2059ea48d1b4f84c0f77fba761628e4ee07a426e2ea302ae525f971301710be,d28d2cdfc44fd8aa9c1f8033ea98b5007dd8eb6976a2763e0873089fb2acf675,
64,substrate,PASS,run,0,0.078115,6c0694a41546b177acc71cc8e29d6ca3395e2c8feacedc5affe2063a4251aca5,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/substrate__demo-64-base-gauge-invariance-integer-selector.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/substrate__demo-64-base-gauge-invariance-integer-selector.err.txt,b99be392ded994c24ffb72421d08ddfa79c781867d57aef350060896a4f68036,32d37004e3a4e4a22878824c52cf7dc3139912100a73c1a7cbea4a11209afa9d,
65,infinity,PASS,run,0,3.10099,fbc59e24b80b3f94061e68fa213b7cc6b7b37090d1cb6b14ea0d05f2b4161d3a,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/infinity__demo-65-continuous-lift-paradox.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/infinity__demo-65-continuous-lift-paradox.err.txt,9bc3a74638b35748fdf42648a18bc20a3b0ec8eda0834e1cf15a17ebc02ad090,a3eba0d313dafa5c500d29d333d096a3bd7baccce8c90289a9bda316c9fd2cc8,
66,quantum_gravity,PASS,cert,0,0.088084,ef4cb32ac3a665506e37d1a14b2f8ae0390da6e6764137a6816eb604b3bdf5af,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/quantum_gravity__demo-66-quantum-gravity-master-flagship-v4.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/quantum_gravity__demo-66-quantum-gravity-master-flagship-v4.err.txt,5d8ba13881f4a33254d7062c7ad2c43774a2a8871b2e36368f55a7beb854d538,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
67,infinity,PASS,run,0,64.784602,4e00a354e960da013f75906cb6ca0071accf045710fb6808a159967fa31d9028,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/infinity__demo-67-navier-stokes-master-flagship.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/infinity__demo-67-navier-stokes-master-flagship.err.txt,30c64a55410646a567b8c76e10e1bbec0a520a688ab3f0d5193f3e29ad5e0ed8,32e8f71a46c7d7eb2aa634cda46d75956e45cbdbed5b3446ba6b0833acc323c7,
68,general_relativity,PASS,run,0,1.679094,98e3c3a6c8865c0434d55a38347cb804432d52e62efeb5177ce4b26f1c35a424,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/general_relativity__demo-68-general-relativity-master-flagship.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/general_relativity__demo-68-general-relativity-master-flagship.err.txt,0278b0f5b04c77bd1658ee954464364bddb59a5b902a4a907b1e2f71a1a3f732,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
69,controllers,PASS,run,0,6.051735,f88eb6ef2f6c2ce1a11c4cd6664880b49a22c85486e91c5e4a1dec081383da1e,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/controllers__demo-69-oatb-operator-admissibility-transfer-bridge.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/controllers__demo-69-oatb-operator-admissibility-transfer-bridge.err.txt,1509f6de3c8fad16f9ebc45c1d54ac9d99b09a9bf30b13da03f784f27ff922d9,d6bcb715ef78f3fbb4345e486fa1ab8f3b37a4d18a611d13f806ac86aa6bc5b1,
70,standard_model,PASS,run,0,0.722116,22d96168011f931ec65be9e4526037ea35ef55c2107effd54bd42b6d55b9492a,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/standard_model__demo-70-higgs-master-flagship.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/standard_model__demo-70-higgs-master-flagship.err.txt,d8b0ca0fa9e2d3263883b1df716f1e1eb6224afee3bf7696e4b443c77bb5278f,c89620149a3f26388d03aa3885210e8e56cfab2074abb32e29de8d94eb4477e3,
71,foundations,PASS,run,0,0.215857,78bf2731adce3bdd46f7ac93c12c14f72890f7d41adbb4151b2dac9e234929d5,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/foundations__demo-71-one-action-master-flagship.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/foundations__demo-71-one-action-master-flagship.err.txt,5e14d23ac23305b96cf5437b1f1109cbd8c7c51ea317fcaf16429362b4642667,b53ac8327fcac23156a6eda205dc95a4866f4244317f14b28a92b0495363c309,
72,sm,PASS,run,0,0.166624,a3fbbc7f14770ef32eb551ff70d69e2613429935741a9228b5175af4c22f5b1b,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/sm__demo-72-yukawa.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/sm__demo-72-yukawa.err.txt,c8519827548ce8521a08c022877c5b11e911c0d05805f8fb985ffec1461711ed,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
73,standard_model,PASS,run,0,0.167096,33514b94c635ef02f20ed4eaaf8dee9f01b6bf99dec80c9377d8d3a2920ea2a5,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/standard_model__demo-73-flavor-completion-master-flagship.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/standard_model__demo-73-flavor-completion-master-flagship.err.txt,38f280b7e4c56d152240522188808b951a495287b1da51fc5447148108f1761a,d10597a140b1c7dc9c792266032e26b0fcb12fe1cda20e7da82aae08784a8378,
75,foundations,PASS,run,0,0.350371,25d17946394abb9bda0d483a7a2c86749104c75a5856bfbd5c0792fcdf7a19bc,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/foundations__demo-75-prediction-ledger-master-flagship.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/foundations__demo-75-prediction-ledger-master-flagship.err.txt,0b282d9e693a1b432e4507cc86094d00cfdf2ef16ccc9a057d75a3c846f28d8a,b624c400c9f4ab788d13ec2687cb4fc177507ab33b7f583e1409e60dd3ecbfaf,
76,sm,PASS,run,0,0.188152,8cb834c2124473a177c7a5fd8a20a59035318876f903f8ab7b44eb62a231056f,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/sm__demo-76-primorial-yukawa-master-flagship.out.txt,audits/_outroot_tmp/GUM_BUNDLE_v30_20260121T011213Z/logs/sm__demo-76-primorial-yukawa-master-flagship.err.txt,1da3003fed6a504e8afa30254b5a53f11de51c67356e0a9e61d9f78f13411818,2a457bc6e8417388f848dafe56fb5197938a00c5dd8d5d94b284d16df88a0605,
